State,County,"County diagnosed diabetes prevalence for total population, 30+yrs, 2008 (%)",,,
MO,Randolph,11.4,,,
MO,Ray,10.7,,,
MO,Reynolds,11.6,,,
MO,Ripley,11.9,,,
MO,St. Charles,8.2,,,
MO,St. Clair,11.0,,,
MO,Ste. Genevieve,10.9,,,
MO,St. Francois,11.4,,,
MO,St. Louis,8.2,,,
MO,Saline,10.5,,,
MO,Schuyler,10.7,,,
MO,Scotland,10.3,,,
MO,Scott,10.5,,,
MO,Shannon,11.7,,,
MO,Shelby,10.3,,,
MO,Stoddard,10.8,,,
MO,Stone,9.9,,,
MO,Sullivan,11.5,,,
MO,Taney,9.2,,,
MO,Texas,11.0,,,
MO,Vernon,10.2,,,
MO,Warren,10.4,,,
MO,Washington,12.0,,,
MO,Wayne,11.3,,,
MO,Webster,10.4,,,
MO,Worth,9.7,,,
MO,Wright,10.6,,,
MO,St. Louis,13.5,,,
MT,Montana*,7.9,,,
MT,Beaverhead,8.1,,,
MT,Big Horn,13.7,,,
MT,Blaine,11.5,,,
MT,Broadwater,8.6,,,
MT,Carbon,7.0,,,
MT,Carter,8.9,,,
MT,Cascade,8.6,,,
MT,Chouteau,8.6,,,
MT,Custer,9.2,,,
MT,Daniels,9.8,,,
MT,Dawson,9.1,,,
MT,Deer Lodge,9.1,,,
MT,Fallon,9.3,,,
MT,Fergus,8.3,,,
MT,Flathead,7.2,,,
MT,Gallatin,5.9,,,
MT,Garfield,8.6,,,
MT,Glacier,14.2,,,
MT,Golden Valley,9.2,,,
MT,Granite,7.9,,,
MT,Hill,9.8,,,
MT,Jefferson,7.3,,,
MT,Judith Basin,8.0,,,
MT,Lake,8.3,,,
MT,Lewis and Clark,7.3,,,
MT,Liberty,8.6,,,
MT,Lincoln,8.8,,,
MT,McCone,9.2,,,
MT,Madison,6.7,,,
MT,Meagher,8.1,,,
MT,Mineral,9.8,,,
MT,Missoula,6.8,,,
MT,Musselshell,9.2,,,
MT,Park,7.3,,,
MT,Petroleum,8.9,,,
MT,Phillips,9.2,,,
MT,Pondera,9.3,,,
MT,Powder River,9.0,,,
MT,Powell,9.4,,,
MT,Prairie,7.7,,,
MT,Ravalli,7.4,,,
MT,Richland,9.1,,,
MT,Roosevelt,14.8,,,
MT,Rosebud,10.6,,,
MT,Sanders,8.4,,,
MT,Sheridan,8.4,,,
MT,Silver Bow,8.2,,,
MT,Stillwater,8.3,,,
MT,Sweet Grass,7.1,,,
MT,Teton,7.8,,,
MT,Toole,8.7,,,
MT,Treasure,9.0,,,
MT,Valley,9.9,,,
MT,Wheatland,10.0,,,
MT,Wibaux,9.6,,,
MT,Yellowstone,7.8,,,
NE,Nebraska*,9.3,,,
NE,Adams,8.5,,,
NE,Antelope,9.1,,,
NE,Arthur,9.5,,,
NE,Banner,9.8,,,
NE,Blaine,9.7,,,
NE,Boone,8.3,,,
NE,Box Butte,9.8,,,
NE,Boyd,7.3,,,
NE,Brown,8.7,,,
NE,Buffalo,7.7,,,
NE,Burt,9.1,,,
NE,Butler,8.9,,,
NE,Cass,9.2,,,
NE,Cedar,9.3,,,
NE,Chase,8.0,,,
NE,Cherry,8.4,,,
NE,Cheyenne,8.4,,,
NE,Clay,9.5,,,
NE,Colfax,9.5,,,
NE,Cuming,8.9,,,
NE,Custer,8.5,,,
NE,Dakota,10.6,,,
NE,Dawes,8.7,,,
NE,Dawson,9.6,,,
NE,Deuel,9.3,,,
NE,Dixon,9.5,,,
NE,Dodge,9.3,,,
NE,Douglas,8.8,,,
NE,Dundy,8.8,,,
NE,Fillmore,8.2,,,
NE,Franklin,9.2,,,
NE,Frontier,9.8,,,
NE,Furnas,8.9,,,
NE,Gage,8.9,,,
NE,Garden,9.9,,,
NE,Garfield,9.2,,,
NE,Gosper,9.3,,,
NE,Grant,7.9,,,
NE,Greeley,9.8,,,
NE,Hall,9.1,,,
NE,Hamilton,8.8,,,
NE,Harlan,9.1,,,
NE,Hayes,10.3,,,
NE,Hitchcock,10.0,,,
NE,Holt,8.6,,,
NE,Hooker,6.1,,,
NE,Howard,9.5,,,
NE,Jefferson,8.9,,,
NE,Johnson,9.0,,,
NE,Kearney,8.2,,,
NE,Keith,8.1,,,
NE,Keya Paha,9.3,,,
NE,Kimball,9.8,,,
NE,Knox,9.8,,,
NE,Lancaster,8.3,,,
NE,Lincoln,9.3,,,
NE,Logan,10.3,,,
NE,Loup,10.0,,,
NE,McPherson,7.9,,,
NE,Madison,8.4,,,
NE,Merrick,9.1,,,
NE,Morrill,10.1,,,
NE,Nance,10.3,,,
NE,Nemaha,7.9,,,
NE,Nuckolls,8.8,,,
NE,Otoe,9.0,,,
NE,Pawnee,8.7,,,
NE,Perkins,8.1,,,
NE,Phelps,7.6,,,
NE,Pierce,8.7,,,
NE,Platte,8.5,,,
NE,Polk,9.4,,,
NE,Red Willow,8.6,,,
NE,Richardson,9.8,,,
NE,Rock,10.2,,,
NE,Saline,9.2,,,
NE,Sarpy,8.4,,,
NE,Saunders,9.3,,,
NE,Scotts Bluff,10.1,,,
NE,Seward,8.5,,,
NE,Sheridan,9.0,,,
NE,Sherman,9.8,,,
NE,Sioux,8.9,,,
NE,Stanton,9.4,,,
NE,Thayer,8.5,,,
NE,Thomas,8.8,,,
NE,Thurston,13.4,,,
NE,Valley,9.2,,,
NE,Washington,8.3,,,
NE,Wayne,8.3,,,
NE,Webster,9.1,,,
NE,Wheeler,9.6,,,
NE,York,8.5,,,
NV,Nevada*,10.5,,,
NV,Churchill,8.8,,,
NV,Clark,10.2,,,
NV,Douglas,7.6,,,
NV,Elko,10.0,,,
NV,Esmeralda,10.8,,,
NV,Eureka,9.6,,,
NV,Humboldt,9.8,,,
NV,Lander,10.5,,,
NV,Lincoln,9.5,,,
NV,Lyon,9.2,,,
NV,Mineral,11.1,,,
NV,Nye,10.3,,,
NV,Pershing,11.4,,,
NV,Storey,8.2,,,
NV,Washoe,7.9,,,
NV,White Pine,11.0,,,
NV,Carson City,8.3,,,
NH,New Hampshire*,8.4,,,
NH,Belknap,8.6,,,
NH,Carroll,8.1,,,
NH,Cheshire,8.3,,,
NH,Coos,9.2,,,
NH,Grafton,7.2,,,
NH,Hillsborough,8.4,,,
NH,Merrimack,8.2,,,
NH,Rockingham,8.2,,,
NH,Strafford,9.6,,,
NH,Sullivan,8.5,,,
NJ,New Jersey*,10.2,,,
NJ,Atlantic,11.7,,,
NJ,Bergen,7.9,,,
NJ,Burlington,9.4,,,
NJ,Camden,10.3,,,
NJ,Cape May,9.6,,,
NJ,Cumberland,13.6,,,
NJ,Essex,11.8,,,
NJ,Gloucester,10.4,,,
NJ,Hudson,11.1,,,
NJ,Hunterdon,6.8,,,
NJ,Mercer,9.8,,,
NJ,Middlesex,9.3,,,
NJ,Monmouth,8.3,,,
NJ,Morris,7.5,,,
NJ,Ocean,9.6,,,
NJ,Passaic,10.7,,,
NJ,Salem,11.1,,,
NJ,Somerset,7.4,,,
NJ,Sussex,8.4,,,
NJ,Union,10.0,,,
NJ,Warren,8.8,,,
NM,New Mexico*,9.7,,,
NM,Bernalillo,7.8,,,
NM,Catron,9.4,,,
NM,Chaves,11.0,,,
NM,Cibola,14.3,,,
NM,Colfax,10.1,,,
NM,Curry,10.6,,,
NM,De Baca,9.9,,,
NM,Dona Ana,10.5,,,
NM,Eddy,11.4,,,
NM,Grant,10.0,,,
NM,Guadalupe,13.5,,,
NM,Harding,11.2,,,
NM,Hidalgo,12.9,,,
NM,Lea,11.4,,,
NM,Lincoln,8.4,,,
NM,Los Alamos,5.6,,,
NM,Luna,12.0,,,
NM,McKinley,15.5,,,
NM,Mora,12.7,,,
NM,Otero,11.0,,,
NM,Quay,10.6,,,
NM,Rio Arriba,11.5,,,
NM,Roosevelt,10.3,,,
NM,Sandoval,8.4,,,
NM,San Juan,11.1,,,
NM,San Miguel,11.0,,,
NM,Santa Fe,6.7,,,
NM,Sierra,10.4,,,
NM,Socorro,12.0,,,
NM,Taos,9.5,,,
NM,Torrance,10.1,,,
NM,Union,11.0,,,
NM,Valencia,10.6,,,
NY,New York*,10.3,,,
NY,Albany,8.9,,,
NY,Allegany,10.6,,,
NY,Bronx,14.0,,,
NY,Broome,9.5,,,
NY,Cattaraugus,10.6,,,
NY,Cayuga,10.2,,,
NY,Chautauqua,10.3,,,
NY,Chemung,10.4,,,
NY,Chenango,10.0,,,
NY,Clinton,9.5,,,
NY,Columbia,8.9,,,
NY,Cortland,9.6,,,
NY,Delaware,9.9,,,
NY,Dutchess,8.8,,,
NY,Erie,10.1,,,
NY,Essex,9.3,,,
NY,Franklin,11.2,,,
NY,Fulton,10.1,,,
NY,Genesee,10.3,,,
NY,Greene,10.3,,,
NY,Hamilton,9.8,,,
NY,Herkimer,9.8,,,
NY,Jefferson,10.3,,,
NY,Kings,11.3,,,
NY,Lewis,10.8,,,
NY,Livingston,10.0,,,
NY,Madison,8.8,,,
NY,Monroe,9.2,,,
NY,Montgomery,9.9,,,
NY,Nassau,7.9,,,
NY,New York,8.4,,,
NY,Niagara,10.0,,,
NY,Oneida,10.0,,,
NY,Onondaga,8.7,,,
NY,Ontario,8.9,,,
NY,Orange,10.1,,,
NY,Orleans,10.9,,,
NY,Oswego,10.2,,,
NY,Otsego,9.5,,,
NY,Putnam,7.7,,,
NY,Queens,10.1,,,
NY,Rensselaer,9.4,,,
NY,Richmond,9.6,,,
NY,Rockland,8.8,,,
NY,St. Lawrence,10.8,,,
NY,Saratoga,8.0,,,
NY,Schenectady,9.1,,,
NY,Schoharie,10.1,,,
NY,Schuyler,10.0,,,
NY,Seneca,9.4,,,
NY,Steuben,10.2,,,
NY,Suffolk,8.5,,,
NY,Sullivan,10.9,,,
NY,Tioga,9.2,,,
NY,Tompkins,8.0,,,
NY,Ulster,9.0,,,
NY,Warren,8.7,,,
NY,Washington,10.0,,,
NY,Wayne,9.9,,,
NY,Westchester,8.2,,,
NY,Wyoming,10.6,,,
NY,Yates,9.8,,,
NC,North Carolina*,11.3,,,
NC,Alamance,10.6,,,
NC,Alexander,10.9,,,
NC,Alleghany,9.1,,,
NC,Anson,14.1,,,
NC,Ashe,9.3,,,
NC,Avery,9.9,,,
NC,Beaufort,12.0,,,
NC,Bertie,16.8,,,
NC,Bladen,13.8,,,
NC,Brunswick,10.0,,,
NC,Buncombe,8.5,,,
NC,Burke,10.4,,,
NC,Cabarrus,10.7,,,
NC,Caldwell,10.7,,,
NC,Camden,11.4,,,
NC,Carteret,9.5,,,
NC,Caswell,14.1,,,
NC,Catawba,9.7,,,
NC,Chatham,9.6,,,
NC,Cherokee,10.9,,,
NC,Chowan,11.5,,,
NC,Clay,9.6,,,
NC,Cleveland,12.3,,,
NC,Columbus,13.1,,,
NC,Craven,11.2,,,
NC,Cumberland,13.2,,,
NC,Currituck,10.5,,,
NC,Dare,7.5,,,
NC,Davidson,11.3,,,
NC,Davie,9.9,,,
NC,Duplin,12.8,,,
NC,Durham,9.8,,,
NC,Edgecombe,16.1,,,
NC,Forsyth,9.4,,,
NC,Franklin,12.4,,,
NC,Gaston,11.7,,,
NC,Gates,14.3,,,
NC,Graham,11.4,,,
NC,Granville,12.5,,,
NC,Greene,15.6,,,
NC,Guilford,10.1,,,
NC,Halifax,15.1,,,
NC,Harnett,12.5,,,
NC,Haywood,9.7,,,
NC,Henderson,8.4,,,
NC,Hertford,16.5,,,
NC,Hoke,15.4,,,
NC,Hyde,14.3,,,
NC,Iredell,10.5,,,
NC,Jackson,10.3,,,
NC,Johnston,11.2,,,
NC,Jones,13.8,,,
NC,Lee,10.5,,,
NC,Lenoir,13.5,,,
NC,Lincoln,10.8,,,
NC,McDowell,11.2,,,
NC,Macon,9.2,,,
NC,Madison,9.9,,,
NC,Martin,13.9,,,
NC,Mecklenburg,8.9,,,
NC,Mitchell,10.4,,,
NC,Montgomery,12.2,,,
NC,Moore,9.0,,,
NC,Nash,12.1,,,
NC,New Hanover,8.6,,,
NC,Northampton,15.8,,,
NC,Onslow,12.0,,,
NC,Orange,7.9,,,
NC,Pamlico,11.6,,,
NC,Pasquotank,12.9,,,
NC,Pender,11.3,,,
NC,Perquimans,12.4,,,
NC,Person,12.6,,,
NC,Pitt,11.8,,,
NC,Polk,8.8,,,
NC,Randolph,10.2,,,
NC,Richmond,13.0,,,
NC,Robeson,16.0,,,
NC,Rockingham,12.2,,,
NC,Rowan,12.1,,,
NC,Rutherford,10.8,,,
NC,Sampson,13.3,,,
NC,Scotland,14.0,,,
NC,Stanly,11.4,,,
NC,Stokes,11.3,,,
NC,Surry,10.8,,,
NC,Swain,11.8,,,
NC,Transylvania,8.7,,,
NC,Tyrrell,14.1,,,
NC,Union,9.5,,,
NC,Vance,13.8,,,
NC,Wake,8.4,,,
NC,Warren,15.8,,,
NC,Washington,14.3,,,
NC,Watauga,8.6,,,
NC,Wayne,12.6,,,
NC,Wilkes,10.8,,,
NC,Wilson,13.5,,,
NC,Yadkin,10.9,,,
NC,Yancey,10.0,,,
ND,North Dakota*,9.4,,,
ND,Adams,5.0,,,
ND,Barnes,8.1,,,
ND,Benson,13.8,,,
ND,Billings,8.4,,,
ND,Bottineau,9.2,,,
ND,Bowman,7.9,,,
ND,Burke,9.8,,,
ND,Burleigh,7.3,,,
ND,Cass,7.7,,,
ND,Cavalier,8.7,,,
ND,Dickey,8.8,,,
ND,Divide,8.8,,,
ND,Dunn,9.9,,,
ND,Eddy,8.7,,,
ND,Emmons,9.8,,,
ND,Foster,6.9,,,
ND,Golden Valley,7.6,,,
ND,Grand Forks,8.3,,,
ND,Grant,8.5,,,
ND,Griggs,7.9,,,
ND,Hettinger,9.3,,,
ND,Kidder,9.9,,,
ND,LaMoure,9.5,,,
ND,Logan,9.7,,,
ND,McHenry,9.8,,,
ND,McIntosh,9.3,,,
ND,McKenzie,10.5,,,
ND,McLean,9.7,,,
ND,Mercer,8.5,,,
ND,Morton,8.5,,,
ND,Mountrail,10.3,,,
ND,Nelson,8.4,,,
ND,Oliver,9.7,,,
ND,Pembina,9.0,,,
ND,Pierce,7.7,,,
ND,Ramsey,8.7,,,
ND,Ransom,8.1,,,
ND,Renville,8.6,,,
ND,Richland,8.7,,,
ND,Rolette,15.8,,,
ND,Sargent,9.3,,,
ND,Sheridan,10.2,,,
ND,Sioux,17.2,,,
ND,Slope,9.2,,,
ND,Stark,7.8,,,
ND,Steele,8.4,,,
ND,Stutsman,8.2,,,
ND,Towner,8.7,,,
ND,Traill,8.1,,,
ND,Walsh,8.9,,,
ND,Ward,8.4,,,
ND,Wells,9.1,,,
ND,Williams,9.0,,,
OH,Ohio*,11.7,,,
OH,Adams,11.5,,,
OH,Allen,10.7,,,
OH,Ashland,9.7,,,
OH,Ashtabula,11.0,,,
OH,Athens,11.2,,,
OH,Auglaize,9.7,,,
OH,Belmont,11.0,,,
OH,Brown,10.8,,,
OH,Butler,10.2,,,
OH,Carroll,10.9,,,
OH,Champaign,10.6,,,
OH,Clark,11.4,,,
OH,Clermont,9.3,,,
OH,Clinton,9.9,,,
OH,Columbiana,11.0,,,
OH,Coshocton,11.1,,,
OH,Crawford,10.7,,,
OH,Cuyahoga,10.7,,,
OH,Darke,10.3,,,
OH,Defiance,9.9,,,
OH,Delaware,7.1,,,
OH,Erie,10.6,,,
OH,Fairfield,9.7,,,
OH,Fayette,10.9,,,
OH,Franklin,10.1,,,
OH,Fulton,10.1,,,
OH,Gallia,11.9,,,
OH,Geauga,8.2,,,
OH,Greene,9.1,,,
OH,Guernsey,11.2,,,
OH,Hamilton,10.3,,,
OH,Hancock,8.9,,,
OH,Hardin,10.8,,,
OH,Harrison,11.2,,,
OH,Henry,10.2,,,
OH,Highland,10.9,,,
OH,Hocking,11.1,,,
OH,Holmes,10.5,,,
OH,Huron,10.1,,,
OH,Jackson,11.1,,,
OH,Jefferson,11.5,,,
OH,Knox,9.8,,,
OH,Lake,9.0,,,
OH,Lawrence,12.4,,,
OH,Licking,10.4,,,
OH,Logan,10.7,,,
OH,Lorain,10.5,,,
OH,Lucas,11.1,,,
OH,Madison,10.8,,,
OH,Mahoning,10.9,,,
OH,Marion,11.4,,,
OH,Medina,8.3,,,
OH,Meigs,11.7,,,
OH,Mercer,10.0,,,
OH,Miami,9.9,,,
OH,Monroe,11.3,,,
OH,Montgomery,11.3,,,
OH,Morgan,12.1,,,
OH,Morrow,10.8,,,
OH,Muskingum,10.9,,,
OH,Noble,11.8,,,
OH,Ottawa,9.8,,,
OH,Paulding,11.1,,,
OH,Perry,11.7,,,
OH,Pickaway,11.4,,,
OH,Pike,11.5,,,
OH,Portage,9.8,,,
OH,Preble,11.1,,,
OH,Putnam,9.7,,,
OH,Richland,10.8,,,
OH,Ross,11.1,,,
OH,Sandusky,10.3,,,
OH,Scioto,11.4,,,
OH,Seneca,10.2,,,
OH,Shelby,10.0,,,
OH,Stark,10.5,,,
OH,Summit,10.6,,,
OH,Trumbull,10.5,,,
OH,Tuscarawas,10.5,,,
OH,Union,9.6,,,
OH,Van Wert,9.7,,,
OH,Vinton,11.9,,,
OH,Warren,8.8,,,
OH,Washington,10.6,,,
OH,Wayne,9.9,,,
OH,Williams,10.0,,,
OH,Wood,8.9,,,
OH,Wyandot,10.1,,,
OK,Oklahoma*,12.2,,,
OK,Adair,14.1,,,
OK,Alfalfa,10.8,,,
OK,Atoka,12.7,,,
OK,Beaver,9.0,,,
OK,Beckham,10.3,,,
OK,Blaine,11.3,,,
OK,Bryan,10.9,,,
OK,Caddo,12.3,,,
OK,Canadian,9.2,,,
OK,Carter,10.7,,,
OK,Cherokee,12.7,,,
OK,Choctaw,12.8,,,
OK,Cimarron,8.8,,,
OK,Cleveland,9.1,,,
OK,Coal,12.6,,,
OK,Comanche,11.8,,,
OK,Cotton,10.6,,,
OK,Craig,12.1,,,
OK,Creek,11.1,,,
OK,Custer,10.1,,,
OK,Delaware,11.6,,,
OK,Dewey,9.3,,,
OK,Ellis,7.8,,,
OK,Garfield,9.5,,,
OK,Garvin,10.9,,,
OK,Grady,10.4,,,
OK,Grant,10.2,,,
OK,Greer,11.7,,,
OK,Harmon,12.1,,,
OK,Harper,8.4,,,
OK,Haskell,11.1,,,
OK,Hughes,12.6,,,
OK,Jackson,11.2,,,
OK,Jefferson,11.1,,,
OK,Johnston,11.7,,,
OK,Kay,10.4,,,
OK,Kingfisher,9.7,,,
OK,Kiowa,11.2,,,
OK,Latimer,11.5,,,
OK,Le Flore,11.8,,,
OK,Lincoln,11.2,,,
OK,Logan,10.5,,,
OK,Love,11.1,,,
OK,McClain,9.5,,,
OK,McCurtain,12.3,,,
OK,McIntosh,11.7,,,
OK,Major,9.5,,,
OK,Marshall,10.8,,,
OK,Mayes,11.8,,,
OK,Murray,10.7,,,
OK,Muskogee,11.7,,,
OK,Noble,10.2,,,
OK,Nowata,12.0,,,
OK,Okfuskee,12.9,,,
OK,Oklahoma,10.1,,,
OK,Okmulgee,12.5,,,
OK,Osage,12.2,,,
OK,Ottawa,11.8,,,
OK,Pawnee,11.7,,,
OK,Payne,9.4,,,
OK,Pittsburg,11.0,,,
OK,Pontotoc,10.4,,,
OK,Pottawatomie,11.3,,,
OK,Pushmataha,11.4,,,
OK,Roger Mills,10.3,,,
OK,Rogers,10.7,,,
OK,Seminole,12.2,,,
OK,Sequoyah,12.3,,,
OK,Stephens,9.8,,,
OK,Texas,9.3,,,
OK,Tillman,12.8,,,
OK,Tulsa,9.9,,,
OK,Wagoner,11.0,,,
OK,Washington,9.7,,,
OK,Washita,10.6,,,
OK,Woods,8.7,,,
OK,Woodward,9.7,,,
OR,Oregon*,8.2,,,
OR,Baker,8.9,,,
OR,Benton,7.2,,,
OR,Clackamas,7.7,,,
OR,Clatsop,8.9,,,
OR,Columbia,9.9,,,
OR,Coos,9.8,,,
OR,Crook,9.6,,,
OR,Curry,9.4,,,
OR,Deschutes,7.5,,,
OR,Douglas,9.8,,,
OR,Gilliam,9.9,,,
OR,Grant,8.8,,,
OR,Harney,9.5,,,
OR,Hood River,7.1,,,
OR,Jackson,8.3,,,
OR,Jefferson,10.9,,,
OR,Josephine,9.4,,,
OR,Klamath,9.3,,,
OR,Lake,8.6,,,
OR,Lane,8.0,,,
OR,Lincoln,9.0,,,
OR,Linn,9.7,,,
OR,Malheur,10.6,,,
OR,Marion,9.3,,,
OR,Morrow,10.8,,,
OR,Multnomah,8.7,,,
OR,Polk,8.5,,,
OR,Sherman,8.3,,,
OR,Tillamook,8.6,,,
OR,Umatilla,10.3,,,
OR,Union,8.9,,,
OR,Wallowa,8.1,,,
OR,Wasco,9.5,,,
OR,Washington,7.5,,,
OR,Wheeler,10.0,,,
OR,Yamhill,9.0,,,
PA,Pennsylvania*,10.8,,,
PA,Adams,9.4,,,
PA,Allegheny,9.5,,,
PA,Armstrong,11.3,,,
PA,Beaver,10.1,,,
PA,Bedford,10.8,,,
PA,Berks,9.5,,,
PA,Blair,10.2,,,
PA,Bradford,9.8,,,
PA,Bucks,8.2,,,
PA,Butler,8.8,,,
PA,Cambria,10.0,,,
PA,Cameron,10.4,,,
PA,Carbon,10.4,,,
PA,Centre,8.7,,,
PA,Chester,7.2,,,
PA,Clarion,10.2,,,
PA,Clearfield,10.8,,,
PA,Clinton,9.9,,,
PA,Columbia,9.7,,,
PA,Crawford,10.1,,,
PA,Cumberland,8.3,,,
PA,Dauphin,10.0,,,
PA,Delaware,8.9,,,
PA,Elk,9.8,,,
PA,Erie,9.7,,,
PA,Fayette,12.1,,,
PA,Forest,11.9,,,
PA,Franklin,9.5,,,
PA,Fulton,11.2,,,
PA,Greene,11.4,,,
PA,Huntingdon,10.6,,,
PA,Indiana,10.6,,,
PA,Jefferson,10.1,,,
PA,Juniata,10.1,,,
PA,Lackawanna,9.5,,,
PA,Lancaster,8.9,,,
PA,Lawrence,10.1,,,
PA,Lebanon,9.5,,,
PA,Lehigh,8.8,,,
PA,Luzerne,9.7,,,
PA,Lycoming,9.8,,,
PA,McKean,10.3,,,
PA,Mercer,9.9,,,
PA,Mifflin,10.3,,,
PA,Monroe,9.6,,,
PA,Montgomery,7.4,,,
PA,Montour,8.9,,,
PA,Northampton,9.3,,,
PA,Northumberland,10.2,,,
PA,Perry,10.2,,,
PA,Philadelphia,12.3,,,
PA,Pike,9.7,,,
PA,Potter,10.7,,,
PA,Schuylkill,10.4,,,
PA,Snyder,9.8,,,
PA,Somerset,10.6,,,
PA,Sullivan,10.6,,,
PA,Susquehanna,10.4,,,
PA,Tioga,10.0,,,
PA,Union,10.0,,,
PA,Venango,10.1,,,
PA,Warren,9.9,,,
PA,Washington,9.6,,,
PA,Wayne,10.1,,,
PA,Westmoreland,9.3,,,
PA,Wyoming,9.5,,,
PA,York,9.2,,,
RI,Rhode Island*,8.9,,,
RI,Bristol,8.0,,,
RI,Kent,8.4,,,
RI,Newport,8.0,,,
RI,Providence,10.0,,,
RI,Washington,7.3,,,
SC,South Carolina*,12.3,,,
SC,Abbeville,13.5,,,
SC,Aiken,11.4,,,
SC,Allendale,16.7,,,
SC,Anderson,11.6,,,
SC,Bamberg,15.1,,,
SC,Barnwell,14.0,,,
SC,Beaufort,8.5,,,
SC,Berkeley,12.8,,,
SC,Calhoun,13.9,,,
SC,Charleston,10.3,,,
SC,Cherokee,12.5,,,
SC,Chester,14.3,,,
SC,Chesterfield,13.1,,,
SC,Clarendon,14.7,,,
SC,Colleton,14.3,,,
SC,Darlington,13.2,,,
SC,Dillon,14.9,,,
SC,Dorchester,11.3,,,
SC,Edgefield,13.0,,,
SC,Fairfield,15.5,,,
SC,Florence,12.5,,,
SC,Georgetown,11.3,,,
SC,Greenville,9.7,,,
SC,Greenwood,11.0,,,
SC,Hampton,15.2,,,
SC,Horry,9.9,,,
SC,Jasper,15.8,,,
SC,Kershaw,12.4,,,
SC,Lancaster,13.2,,,
SC,Laurens,13.1,,,
SC,Lee,17.2,,,
SC,Lexington,9.2,,,
SC,McCormick,13.5,,,
SC,Marion,15.2,,,
SC,Marlboro,16.0,,,
SC,Newberry,12.0,,,
SC,Oconee,10.2,,,
SC,Orangeburg,15.1,,,
SC,Pickens,10.5,,,
SC,Richland,11.4,,,
SC,Saluda,12.3,,,
SC,Spartanburg,11.0,,,
SC,Sumter,14.3,,,
