State,County,"County diagnosed diabetes prevalence for total population, 30+yrs, 2008 (%)",,,
SC,Union,13.6,,,
SC,Williamsburg,17.0,,,
SC,York,10.6,,,
SD,South Dakota*,8.3,,,
SD,Aurora,9.7,,,
SD,Beadle,8.6,,,
SD,Bennett,14.9,,,
SD,Bon Homme,9.3,,,
SD,Brookings,7.9,,,
SD,Brown,8.1,,,
SD,Brule,7.9,,,
SD,Buffalo,20.7,,,
SD,Butte,9.4,,,
SD,Campbell,9.1,,,
SD,Charles Mix,11.8,,,
SD,Clark,9.8,,,
SD,Clay,8.1,,,
SD,Codington,8.0,,,
SD,Corson,15.9,,,
SD,Custer,7.2,,,
SD,Davison,8.3,,,
SD,Day,8.3,,,
SD,Deuel,8.7,,,
SD,Dewey,16.3,,,
SD,Douglas,9.6,,,
SD,Edmunds,9.1,,,
SD,Fall River,9.4,,,
SD,Faulk,9.7,,,
SD,Grant,8.9,,,
SD,Gregory,8.8,,,
SD,Haakon,8.9,,,
SD,Hamlin,9.3,,,
SD,Hand,7.9,,,
SD,Hanson,9.5,,,
SD,Harding,8.5,,,
SD,Hughes,7.7,,,
SD,Hutchinson,8.2,,,
SD,Hyde,10.1,,,
SD,Jackson,13.3,,,
SD,Jerauld,8.9,,,
SD,Jones,9.3,,,
SD,Kingsbury,8.2,,,
SD,Lake,8.3,,,
SD,Lawrence,7.6,,,
SD,Lincoln,7.0,,,
SD,Lyman,12.2,,,
SD,McCook,8.6,,,
SD,McPherson,9.2,,,
SD,Marshall,9.1,,,
SD,Meade,8.3,,,
SD,Mellette,13.7,,,
SD,Miner,9.7,,,
SD,Minnehaha,7.9,,,
SD,Moody,10.0,,,
SD,Pennington,8.0,,,
SD,Perkins,9.6,,,
SD,Potter,8.5,,,
SD,Roberts,11.0,,,
SD,Sanborn,9.5,,,
SD,Shannon,21.8,,,
SD,Spink,9.6,,,
SD,Stanley,9.1,,,
SD,Sully,9.5,,,
SD,Todd,19.4,,,
SD,Tripp,8.9,,,
SD,Turner,9.0,,,
SD,Union,7.9,,,
SD,Walworth,9.1,,,
SD,Yankton,8.6,,,
SD,Ziebach,18.7,,,
TN,Tennessee*,11.6,,,
TN,Anderson,10.4,,,
TN,Bedford,11.4,,,
TN,Benton,11.8,,,
TN,Bledsoe,11.9,,,
TN,Blount,10.4,,,
TN,Bradley,10.9,,,
TN,Campbell,12.3,,,
TN,Cannon,11.0,,,
TN,Carroll,11.1,,,
TN,Carter,11.6,,,
TN,Cheatham,9.9,,,
TN,Chester,11.5,,,
TN,Claiborne,11.6,,,
TN,Clay,11.5,,,
TN,Cocke,12.3,,,
TN,Coffee,9.8,,,
TN,Crockett,12.0,,,
TN,Cumberland,10.1,,,
TN,Davidson,10.4,,,
TN,Decatur,10.9,,,
TN,DeKalb,10.4,,,
TN,Dickson,10.3,,,
TN,Dyer,11.2,,,
TN,Fayette,12.9,,,
TN,Fentress,11.5,,,
TN,Franklin,10.3,,,
TN,Gibson,11.6,,,
TN,Giles,11.6,,,
TN,Grainger,12.1,,,
TN,Greene,10.9,,,
TN,Grundy,11.8,,,
TN,Hamblen,10.8,,,
TN,Hamilton,10.3,,,
TN,Hancock,12.5,,,
TN,Hardeman,15.0,,,
TN,Hardin,11.4,,,
TN,Hawkins,12.0,,,
TN,Haywood,15.0,,,
TN,Henderson,11.1,,,
TN,Henry,11.0,,,
TN,Hickman,11.8,,,
TN,Houston,10.8,,,
TN,Humphreys,11.0,,,
TN,Jackson,11.4,,,
TN,Jefferson,11.2,,,
TN,Johnson,11.5,,,
TN,Knox,9.7,,,
TN,Lake,15.4,,,
TN,Lauderdale,14.2,,,
TN,Lawrence,11.2,,,
TN,Lewis,11.1,,,
TN,Lincoln,10.3,,,
TN,Loudon,10.4,,,
TN,McMinn,11.1,,,
TN,McNairy,11.6,,,
TN,Macon,11.9,,,
TN,Madison,11.1,,,
TN,Marion,11.2,,,
TN,Marshall,11.2,,,
TN,Maury,11.0,,,
TN,Meigs,12.0,,,
TN,Monroe,11.4,,,
TN,Montgomery,11.1,,,
TN,Moore,10.8,,,
TN,Morgan,12.1,,,
TN,Obion,10.9,,,
TN,Overton,10.8,,,
TN,Perry,11.5,,,
TN,Pickett,11.4,,,
TN,Polk,11.6,,,
TN,Putnam,9.9,,,
TN,Rhea,11.1,,,
TN,Roane,10.8,,,
TN,Robertson,11.0,,,
TN,Rutherford,9.7,,,
TN,Scott,12.0,,,
TN,Sequatchie,10.5,,,
TN,Sevier,10.7,,,
TN,Shelby,12.1,,,
TN,Smith,10.5,,,
TN,Stewart,10.9,,,
TN,Sullivan,10.7,,,
TN,Sumner,9.8,,,
TN,Tipton,12.1,,,
TN,Trousdale,11.9,,,
TN,Unicoi,11.1,,,
TN,Union,12.8,,,
TN,Van Buren,11.1,,,
TN,Warren,10.9,,,
TN,Washington,10.0,,,
TN,Wayne,11.6,,,
TN,Weakley,10.8,,,
TN,White,11.2,,,
TN,Williamson,6.5,,,
TN,Wilson,9.6,,,
TX,Texas*,12.0,,,
TX,Anderson,12.4,,,
TX,Andrews,10.9,,,
TX,Angelina,11.1,,,
TX,Aransas,10.6,,,
TX,Archer,9.4,,,
TX,Armstrong,8.6,,,
TX,Atascosa,12.9,,,
TX,Austin,10.2,,,
TX,Bailey,10.7,,,
TX,Bandera,10.0,,,
TX,Bastrop,10.9,,,
TX,Baylor,11.1,,,
TX,Bee,13.1,,,
TX,Bell,11.1,,,
TX,Bexar,12.6,,,
TX,Blanco,8.8,,,
TX,Borden,8.6,,,
TX,Bosque,10.2,,,
TX,Bowie,11.1,,,
TX,Brazoria,10.3,,,
TX,Brazos,10.4,,,
TX,Brewster,9.4,,,
TX,Briscoe,9.9,,,
TX,Brooks,16.5,,,
TX,Brown,10.4,,,
TX,Burleson,11.5,,,
TX,Burnet,9.6,,,
TX,Caldwell,12.0,,,
TX,Calhoun,11.6,,,
TX,Callahan,10.3,,,
TX,Cameron,15.6,,,
TX,Camp,11.1,,,
TX,Carson,9.8,,,
TX,Cass,11.6,,,
TX,Castro,11.5,,,
TX,Chambers,11.7,,,
TX,Cherokee,11.5,,,
TX,Childress,11.0,,,
TX,Clay,9.6,,,
TX,Cochran,12.3,,,
TX,Coke,10.0,,,
TX,Coleman,10.8,,,
TX,Collin,6.7,,,
TX,Collingsworth,11.1,,,
TX,Colorado,10.5,,,
TX,Comal,9.1,,,
TX,Comanche,10.2,,,
TX,Concho,11.4,,,
TX,Cooke,10.5,,,
TX,Coryell,12.1,,,
TX,Cottle,10.7,,,
TX,Crane,11.7,,,
TX,Crockett,12.6,,,
TX,Crosby,12.3,,,
TX,Culberson,12.7,,,
TX,Dallam,10.3,,,
TX,Dallas,11.1,,,
TX,Dawson,12.5,,,
TX,Deaf Smith,11.7,,,
TX,Delta,11.1,,,
TX,Denton,8.2,,,
TX,DeWitt,11.9,,,
TX,Dickens,12.2,,,
TX,Dimmit,14.7,,,
TX,Donley,9.9,,,
TX,Duval,15.3,,,
TX,Eastland,10.0,,,
TX,Ector,11.5,,,
TX,Edwards,10.6,,,
TX,Ellis,10.3,,,
TX,El Paso,13.2,,,
TX,Erath,8.9,,,
TX,Falls,14.2,,,
TX,Fannin,11.0,,,
TX,Fayette,10.1,,,
TX,Fisher,11.1,,,
TX,Floyd,10.5,,,
TX,Foard,11.3,,,
TX,Fort Bend,9.1,,,
TX,Franklin,9.4,,,
TX,Freestone,11.6,,,
TX,Frio,13.9,,,
TX,Gaines,11.4,,,
TX,Galveston,10.6,,,
TX,Garza,11.8,,,
TX,Gillespie,7.8,,,
TX,Glasscock,9.4,,,
TX,Goliad,12.1,,,
TX,Gonzales,11.6,,,
TX,Gray,10.5,,,
TX,Grayson,10.0,,,
TX,Gregg,10.6,,,
TX,Grimes,12.8,,,
TX,Guadalupe,11.0,,,
TX,Hale,11.6,,,
TX,Hall,11.6,,,
TX,Hamilton,9.0,,,
TX,Hansford,9.1,,,
TX,Hardeman,11.2,,,
TX,Hardin,10.8,,,
TX,Harris,10.9,,,
TX,Harrison,11.8,,,
TX,Hartley,10.1,,,
TX,Haskell,10.8,,,
TX,Hays,9.6,,,
TX,Hemphill,7.6,,,
TX,Henderson,10.3,,,
TX,Hidalgo,15.0,,,
TX,Hill,10.6,,,
TX,Hockley,11.1,,,
TX,Hood,9.2,,,
TX,Hopkins,10.4,,,
TX,Houston,12.6,,,
TX,Howard,11.9,,,
TX,Hudspeth,14.3,,,
TX,Hunt,10.3,,,
TX,Hutchinson,10.5,,,
TX,Irion,9.2,,,
TX,Jack,10.4,,,
TX,Jackson,11.6,,,
TX,Jasper,11.8,,,
TX,Jeff Davis,8.1,,,
TX,Jefferson,12.8,,,
TX,Jim Hogg,14.3,,,
TX,Jim Wells,13.8,,,
TX,Johnson,10.5,,,
TX,Jones,12.5,,,
TX,Karnes,13.4,,,
TX,Kaufman,10.9,,,
TX,Kendall,7.9,,,
TX,Kenedy,12.8,,,
TX,Kent,10.4,,,
TX,Kerr,8.8,,,
TX,Kimble,9.6,,,
TX,King,8.1,,,
TX,Kinney,11.6,,,
TX,Kleberg,12.5,,,
TX,Knox,11.5,,,
TX,Lamar,10.9,,,
TX,Lamb,11.6,,,
TX,Lampasas,9.6,,,
TX,La Salle,15.2,,,
TX,Lavaca,10.4,,,
TX,Lee,11.3,,,
TX,Leon,11.2,,,
TX,Liberty,12.6,,,
TX,Limestone,12.3,,,
TX,Lipscomb,9.4,,,
TX,Live Oak,11.9,,,
TX,Llano,7.8,,,
TX,Loving,11.0,,,
TX,Lubbock,10.0,,,
TX,Lynn,11.4,,,
TX,McCulloch,10.8,,,
TX,McLennan,11.1,,,
TX,McMullen,10.6,,,
TX,Madison,12.0,,,
TX,Marion,13.6,,,
TX,Martin,10.7,,,
TX,Mason,9.6,,,
TX,Matagorda,11.9,,,
TX,Maverick,16.2,,,
TX,Medina,12.0,,,
TX,Menard,10.3,,,
TX,Midland,9.5,,,
TX,Milam,11.8,,,
TX,Mills,9.5,,,
TX,Mitchell,12.8,,,
TX,Montague,10.1,,,
TX,Montgomery,9.0,,,
TX,Moore,10.6,,,
TX,Morris,12.6,,,
TX,Motley,10.4,,,
TX,Nacogdoches,10.7,,,
TX,Navarro,11.8,,,
TX,Newton,13.3,,,
TX,Nolan,11.4,,,
TX,Nueces,12.1,,,
TX,Ochiltree,9.2,,,
TX,Oldham,9.9,,,
TX,Orange,11.1,,,
TX,Palo Pinto,10.6,,,
TX,Panola,11.1,,,
TX,Parker,9.9,,,
TX,Parmer,10.0,,,
TX,Pecos,12.8,,,
TX,Polk,11.6,,,
TX,Potter,11.8,,,
TX,Presidio,13.3,,,
TX,Rains,10.8,,,
TX,Randall,8.4,,,
TX,Reagan,11.4,,,
TX,Real,10.2,,,
TX,Red River,12.5,,,
TX,Reeves,15.4,,,
TX,Refugio,12.1,,,
TX,Roberts,7.9,,,
TX,Robertson,12.9,,,
TX,Rockwall,8.0,,,
TX,Runnels,10.2,,,
TX,Rusk,11.4,,,
TX,Sabine,11.3,,,
TX,San Augustine,12.6,,,
TX,San Jacinto,12.2,,,
TX,San Patricio,12.4,,,
TX,San Saba,10.6,,,
TX,Schleicher,9.1,,,
TX,Scurry,10.8,,,
TX,Shackelford,8.0,,,
TX,Shelby,11.6,,,
TX,Sherman,8.4,,,
TX,Smith,9.6,,,
TX,Somervell,8.7,,,
TX,Starr,16.9,,,
TX,Stephens,10.2,,,
TX,Sterling,10.2,,,
TX,Stonewall,10.8,,,
TX,Sutton,11.6,,,
TX,Swisher,10.6,,,
TX,Tarrant,10.2,,,
TX,Taylor,9.8,,,
TX,Terrell,11.4,,,
TX,Terry,11.9,,,
TX,Throckmorton,8.4,,,
TX,Titus,11.1,,,
TX,Tom Green,10.2,,,
TX,Travis,8.8,,,
TX,Trinity,11.9,,,
TX,Tyler,11.6,,,
TX,Upshur,11.4,,,
TX,Upton,11.9,,,
TX,Uvalde,12.0,,,
TX,Val Verde,13.9,,,
TX,Van Zandt,10.5,,,
TX,Victoria,11.1,,,
TX,Walker,12.3,,,
TX,Waller,12.8,,,
TX,Ward,11.7,,,
TX,Washington,10.5,,,
TX,Webb,15.5,,,
TX,Wharton,11.7,,,
TX,Wheeler,9.0,,,
TX,Wichita,10.3,,,
TX,Wilbarger,10.4,,,
TX,Willacy,17.3,,,
TX,Williamson,8.2,,,
TX,Wilson,11.7,,,
TX,Winkler,11.9,,,
TX,Wise,10.6,,,
TX,Wood,10.2,,,
TX,Yoakum,11.4,,,
TX,Young,9.6,,,
TX,Zapata,15.2,,,
TX,Zavala,16.7,,,
UT,Utah*,8.0,,,
UT,Beaver,9.2,,,
UT,Box Elder,8.8,,,
UT,Cache,8.5,,,
UT,Carbon,10.3,,,
UT,Daggett,9.5,,,
UT,Davis,8.2,,,
UT,Duchesne,10.1,,,
UT,Emery,10.0,,,
UT,Garfield,8.8,,,
UT,Grand,7.9,,,
UT,Iron,9.3,,,
UT,Juab,10.1,,,
UT,Kane,7.8,,,
UT,Millard,8.4,,,
UT,Morgan,7.9,,,
UT,Piute,9.8,,,
UT,Rich,8.2,,,
UT,Salt Lake,8.5,,,
UT,San Juan,14.3,,,
UT,Sanpete,9.3,,,
UT,Sevier,9.3,,,
UT,Summit,5.3,,,
UT,Tooele,10.6,,,
UT,Uintah,10.5,,,
UT,Utah,8.8,,,
UT,Wasatch,7.1,,,
UT,Washington,8.4,,,
UT,Wayne,8.5,,,
UT,Weber,9.5,,,
VT,Vermont*,7.8,,,
VT,Addison,7.2,,,
VT,Bennington,7.8,,,
VT,Caledonia,8.0,,,
VT,Chittenden,6.3,,,
VT,Essex,9.3,,,
VT,Franklin,8.9,,,
VT,Grand Isle,7.8,,,
VT,Lamoille,6.8,,,
VT,Orange,7.7,,,
VT,Orleans,8.7,,,
VT,Rutland,7.8,,,
VT,Washington,7.9,,,
VT,Windham,6.9,,,
VT,Windsor,6.9,,,
VA,Virginia*,9.7,,,
VA,Accomack,12.5,,,
VA,Albemarle,6.6,,,
VA,Alleghany,10.4,,,
VA,Amelia,13.0,,,
VA,Amherst,11.9,,,
VA,Appomattox,11.9,,,
VA,Arlington,6.6,,,
VA,Augusta,8.9,,,
VA,Bath,10.5,,,
VA,Bedford,9.3,,,
VA,Bland,11.7,,,
VA,Botetourt,9.2,,,
VA,Brunswick,15.4,,,
VA,Buchanan,13.0,,,
VA,Buckingham,14.4,,,
VA,Campbell,11.0,,,
VA,Caroline,12.8,,,
VA,Carroll,10.8,,,
VA,Charles City,15.8,,,
VA,Charlotte,13.0,,,
VA,Chesterfield,8.3,,,
VA,Clarke,9.2,,,
VA,Craig,10.8,,,
VA,Culpeper,10.8,,,
VA,Cumberland,12.7,,,
VA,Dickenson,12.4,,,
VA,Dinwiddie,13.3,,,
VA,Essex,12.1,,,
VA,Fairfax County,6.4,,,
VA,Fauquier,9.0,,,
VA,Floyd,10.5,,,
VA,Fluvanna,9.6,,,
VA,Franklin,10.2,,,
VA,Frederick,9.7,,,
VA,Giles,10.6,,,
VA,Gloucester,10.2,,,
VA,Goochland,9.4,,,
VA,Grayson,11.2,,,
VA,Greene,9.2,,,
VA,Greensville,15.2,,,
VA,Halifax,13.9,,,
VA,Hanover,8.4,,,
VA,Henrico,8.6,,,
VA,Henry,12.4,,,
VA,Highland,9.0,,,
VA,Isle of Wight,11.0,,,
VA,James City,7.0,,,
VA,King and Queen,13.2,,,
VA,King George,10.0,,,
VA,King William,11.0,,,
VA,Lancaster,9.1,,,
VA,Lee,12.0,,,
VA,Loudoun,6.7,,,
VA,Louisa,11.3,,,
VA,Lunenburg,13.6,,,
VA,Madison,9.9,,,
VA,Mathews,9.9,,,
VA,Mecklenburg,12.4,,,
VA,Middlesex,9.7,,,
VA,Montgomery,9.5,,,
VA,Nelson,10.0,,,
VA,New Kent,10.6,,,
VA,Northampton,12.2,,,
VA,Northumberland,10.4,,,
VA,Nottoway,12.5,,,
VA,Orange,9.4,,,
VA,Page,10.6,,,
VA,Patrick,11.2,,,
VA,Pittsylvania,12.5,,,
VA,Powhatan,9.7,,,
VA,Prince Edward,13.0,,,
VA,Prince George,11.8,,,
VA,Prince William,9.8,,,
VA,Pulaski,10.6,,,
VA,Rappahannock,9.0,,,
VA,Richmond,13.3,,,
VA,Roanoke,8.1,,,
VA,Rockbridge,10.1,,,
VA,Rockingham,9.0,,,
VA,Russell,11.5,,,
VA,Scott,11.6,,,
VA,Shenandoah,9.6,,,
VA,Smyth,10.6,,,
VA,Southampton,13.9,,,
VA,Spotsylvania,9.4,,,
VA,Stafford,9.0,,,
VA,Surry,13.8,,,
VA,Sussex,15.8,,,
VA,Tazewell,11.3,,,
VA,Warren,10.1,,,
VA,Washington,10.2,,,
VA,Westmoreland,12.4,,,
VA,Wise,12.6,,,
VA,Wythe,9.9,,,
VA,York,8.0,,,
VA,Alexandria,6.7,,,
VA,Bedford,12.0,,,
VA,Bristol,11.6,,,
VA,Buena Vista,10.9,,,
VA,Charlottesville,9.8,,,
VA,Chesapeake,10.6,,,
VA,Colonial Heights,9.0,,,
VA,Covington,12.6,,,
VA,Danville,13.1,,,
VA,Emporia,14.0,,,
VA,Fairfax City,6.8,,,
VA,Falls Church,6.2,,,
VA,Franklin,11.9,,,
VA,Fredericksburg,9.7,,,
VA,Galax,9.6,,,
VA,Hampton,12.5,,,
VA,Harrisonburg,9.2,,,
VA,Hopewell,12.7,,,
VA,Lexington,8.6,,,
VA,Lynchburg,11.3,,,
VA,Manassas,9.6,,,
VA,Manassas Park,11.0,,,
VA,Martinsville,11.4,,,
VA,Newport News,11.9,,,
VA,Norfolk,13.3,,,
VA,Norton,8.4,,,
VA,Petersburg,15.8,,,
VA,Poquoson,8.4,,,
VA,Portsmouth,14.2,,,
VA,Radford,10.3,,,
VA,Richmond,13.2,,,
VA,Roanoke,12.3,,,
VA,Salem,9.5,,,
VA,Staunton,9.6,,,
VA,Suffolk,12.2,,,
VA,Virginia Beach,9.1,,,
VA,Waynesboro,9.0,,,
VA,Williamsburg,9.8,,,
VA,Winchester,9.3,,,
WA,Washington*,8.3,,,
WA,Adams,11.6,,,
WA,Asotin,10.1,,,
WA,Benton,9.2,,,
WA,Chelan,8.2,,,
WA,Clallam,7.8,,,
WA,Clark,8.9,,,
WA,Columbia,9.0,,,
WA,Cowlitz,9.9,,,
WA,Douglas,8.6,,,
WA,Ferry,10.3,,,
WA,Franklin,11.3,,,
WA,Garfield,9.9,,,
WA,Grant,10.7,,,
WA,Grays Harbor,10.7,,,
WA,Island,8.2,,,
WA,Jefferson,7.1,,,
WA,King,7.9,,,
WA,Kitsap,8.7,,,
WA,Kittitas,8.6,,,
WA,Klickitat,9.0,,,
WA,Lewis,10.1,,,
WA,Lincoln,8.7,,,
WA,Mason,9.8,,,
WA,Okanogan,9.5,,,
WA,Pacific,10.3,,,
WA,Pend Oreille,9.9,,,
WA,Pierce,10.3,,,
WA,San Juan,5.1,,,
WA,Skagit,8.3,,,
WA,Skamania,9.0,,,
WA,Snohomish,8.9,,,
WA,Spokane,8.8,,,
WA,Stevens,9.2,,,
WA,Thurston,8.3,,,
WA,Wahkiakum,9.6,,,
WA,Walla Walla,9.1,,,
WA,Whatcom,7.7,,,
WA,Whitman,9.0,,,
WA,Yakima,10.9,,,
WV,West Virginia*,13.9,,,
WV,Barbour,11.8,,,
WV,Berkeley,10.6,,,
WV,Boone,13.6,,,
WV,Braxton,11.9,,,
WV,Brooke,10.7,,,
WV,Cabell,11.0,,,
WV,Calhoun,11.7,,,
WV,Clay,12.8,,,
WV,Doddridge,11.3,,,
WV,Fayette,12.7,,,
WV,Gilmer,10.5,,,
WV,Grant,10.4,,,
WV,Greenbrier,11.6,,,
WV,Hampshire,10.9,,,
WV,Hancock,10.6,,,
WV,Hardy,10.5,,,
WV,Harrison,10.6,,,
WV,Jackson,11.6,,,
WV,Jefferson,9.9,,,
WV,Kanawha,11.4,,,
WV,Lewis,11.9,,,
WV,Lincoln,14.6,,,
WV,Logan,13.4,,,
WV,McDowell,15.1,,,
WV,Marion,10.1,,,
WV,Marshall,11.1,,,
WV,Mason,12.4,,,
WV,Mercer,12.0,,,
WV,Mineral,11.0,,,
WV,Mingo,13.9,,,
WV,Monongalia,9.2,,,
WV,Monroe,11.6,,,
WV,Morgan,11.0,,,
WV,Nicholas,11.8,,,
WV,Ohio,9.9,,,
WV,Pendleton,10.3,,,
WV,Pleasants,11.4,,,
WV,Pocahontas,10.7,,,
WV,Preston,11.0,,,
WV,Putnam,10.5,,,
WV,Raleigh,12.7,,,
WV,Randolph,10.0,,,
WV,Ritchie,11.4,,,
WV,Roane,12.3,,,
WV,Summers,12.4,,,
WV,Taylor,10.7,,,
WV,Tucker,10.5,,,
WV,Tyler,11.0,,,
WV,Upshur,11.4,,,
WV,Wayne,11.7,,,
WV,Webster,12.5,,,
WV,Wetzel,10.9,,,
WV,Wirt,11.3,,,
WV,Wood,10.5,,,
WV,Wyoming,13.5,,,
WI,Wisconsin*,8.6,,,
WI,Adams,10.9,,,
WI,Ashland,9.0,,,
WI,Barron,8.7,,,
WI,Bayfield,8.9,,,
WI,Brown,8.5,,,
WI,Buffalo,9.3,,,
WI,Burnett,9.8,,,
WI,Calumet,8.6,,,
WI,Chippewa,8.9,,,
WI,Clark,9.8,,,
WI,Columbia,8.8,,,
WI,Crawford,8.9,,,
WI,Dane,7.0,,,
WI,Dodge,9.1,,,
WI,Door,8.2,,,
WI,Douglas,9.4,,,
WI,Dunn,8.8,,,
WI,Eau Claire,7.8,,,
WI,Florence,10.0,,,
WI,Fond du Lac,8.9,,,
WI,Forest,10.8,,,
WI,Grant,9.1,,,
WI,Green,9.2,,,
WI,Green Lake,9.1,,,
WI,Iowa,8.5,,,
WI,Iron,9.3,,,
WI,Jackson,9.7,,,
WI,Jefferson,8.7,,,
WI,Juneau,10.1,,,
WI,Kenosha,9.4,,,
WI,Kewaunee,9.5,,,
WI,La Crosse,8.2,,,
WI,Lafayette,9.3,,,
WI,Langlade,9.6,,,
WI,Lincoln,9.1,,,
WI,Manitowoc,8.9,,,
WI,Marathon,8.5,,,
WI,Marinette,9.9,,,
WI,Marquette,10.1,,,
WI,Menominee,16.2,,,
WI,Milwaukee,10.4,,,
WI,Monroe,9.6,,,
WI,Oconto,9.9,,,
WI,Oneida,8.5,,,
WI,Outagamie,8.4,,,
WI,Ozaukee,6.2,,,
WI,Pepin,9.4,,,
WI,Pierce,8.1,,,
WI,Polk,8.4,,,
WI,Portage,8.5,,,
WI,Price,9.1,,,
WI,Racine,9.5,,,
WI,Richland,8.9,,,
WI,Rock,9.7,,,
WI,Rusk,10.1,,,
WI,St. Croix,7.6,,,
WI,Sauk,8.3,,,
WI,Sawyer,9.1,,,
WI,Shawano,9.7,,,
WI,Sheboygan,8.3,,,
WI,Taylor,9.8,,,
WI,Trempealeau,9.3,,,
WI,Vernon,8.9,,,
WI,Vilas,8.4,,,
WI,Walworth,8.6,,,
WI,Washburn,8.9,,,
WI,Washington,7.7,,,
WI,Waukesha,6.6,,,
WI,Waupaca,8.7,,,
WI,Waushara,9.8,,,
WI,Winnebago,8.7,,,
WI,Wood,9.0,,,
WY,Wyoming*,8.7,,,
WY,Albany,7.4,,,
WY,Big Horn,8.6,,,
WY,Campbell,8.8,,,
WY,Carbon,8.9,,,
WY,Converse,8.5,,,
WY,Crook,8.2,,,
WY,Fremont,8.8,,,
WY,Goshen,8.6,,,
WY,Hot Springs,8.5,,,
WY,Johnson,7.2,,,
WY,Laramie,9.0,,,
WY,Lincoln,8.5,,,
WY,Natrona,8.8,,,
WY,Niobrara,8.9,,,
WY,Park,7.2,,,
WY,Platte,8.7,,,
WY,Sheridan,8.4,,,
WY,Sublette,7.1,,,
WY,Sweetwater,8.8,,,
WY,Teton,5.1,,,
WY,Uinta,8.7,,,
WY,Washakie,8.8,,,
WY,Weston,8.2,,,
,,,,,
,,,,,
* State diagnosed diabetes prevalence was calculated directly from 2008 BRFSS data.,,,,,